drugbank_id,name,type,groups,atc_codes,categories,inchikey,inchi,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00051,Adalimumab,biotech,approved,L04AB04,Antirheumatic Agents|Anti-Inflammatory Agents|Immunosuppressive Agents,,,Adalimumab is a human monoclonal antibody against TNF-alpha. It is produced by recombinant DNA technology using a mammalian cell expression system. It consists of 1330 amino acids and has a molecular weight of approximately 148 kilodaltons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00052,Somatropin recombinant,biotech,approved|investigational,H01AC01,Hormone Replacement Agents,,,Recombinant human growth hormone (somatotropin) 191 residues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00053,Imiglucerase,biotech,approved,A16AB02,Enzyme Replacement Agents,,,Human Beta-glucocerebrosidase or Beta-D-glucosyl-N-acylsphingosine glucohydrolase E.C. 3.2.1.45. 497 residue protein with N-linked carbohydrates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00054,Abciximab,biotech,approved,B01AC13,Anticoagulants|Platelet Aggregation Inhibitors,,,Abciximab is a Fab fragment of the chimeric human-murine monoclonal antibody 7E3. Abciximab binds to the glycoprotein (GP) IIb/IIIa receptor of human platelets and inhibits platelet aggregation by preventing the binding of fibrinogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,B01AD10,Antisepsis,,,Drotrecogin alfa is activated human protein C that is synthesized by recombinant DNA technology. It is a glycoprotein of approximately 55 kilodalton molecular weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00056,Gemtuzumab ozogamicin,biotech,approved|investigational|withdrawn,,Antineoplastic Agents|Immunotoxins,,,Recombinant humanized IgG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00057,Satumomab Pendetide,biotech,approved|withdrawn,V09IB02,Diagnostic Agents,,,Tumor associated glycoprotein (TAG) 72 (B72.3) monoclonal antibody conjugated with Indium 111 for radioimaging colon tumors. Satumomab Pendetide (trade name: OncoScint®) is no longer commercially available. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00058,Alpha-1-proteinase inhibitor,biotech,approved,,Serine Proteinase Inhibitors|Trypsin Inhibitors|Enzyme Replacement Agents,,,Human alpha-1 proteinase inhibitor or alpha-1-antitrypsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00059,Pegaspargase,biotech,approved|investigational,L01XX24,Antineoplastic Agents,,,Pegylated L-asparagine amidohydrolase from E. coli. Pegylation substantially (by a factor of 4) extends the protein half life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00060,Interferon beta-1a,biotech,approved|investigational,L04AA23|L03AB07,Antineoplastic Agents|Antiviral Agents|Immunologic Factors|Immunosuppressive Agents,,,Human interferon beta (166 residues),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00061,Pegademase bovine,biotech,approved,,Enzyme Replacement Agents,,,Bovine adenosine deaminase derived from bovine intestine that has been extensively pegylated for extended serum half life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00062,Human Serum Albumin,biotech,approved,,Serum substitutes,,,Human serum albumin isolated from expired blood plasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00063,Eptifibatide,biotech,approved|investigational,B01AC16,Platelet Aggregation Inhibitors,,,Synthetic cyclic hexapeptide that binds to platelet receptor glycoprotein and inhibits platelet aggregation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00064,Serum albumin iodonated,biotech,approved,,Diagnostic Agents,,,A diagnostic radiopharmaceutical containing iodinated I 131 albumin for intravenous imaging. Following intravenous injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00065,Infliximab,biotech,approved,L04AB02,Antirheumatic Agents|Anti-Inflammatory Agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00066,Follitropin beta,biotech,approved,G03GA06,Fertility Agents,,,Follitropin beta is a human follicle stimulating hormone (FSH) preparation of recombinant DNA origin, but not completely identical to that of natural FSH. However, these small differences do not affect the bioactivity compared to natural FSH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00067,Vasopressin,biotech,approved,H01BA01,Antidiuretic Agents,,,Antidiuretic hormone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00068,Interferon beta-1b,biotech,approved,L03AB08,Adjuvants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00069,Interferon alfacon-1,biotech,approved,L03AB09,Antiviral Agents|Immunosuppressive Agents,,,Interferon alfacon-1 is a recombinant non-naturally occurring type-I interferon. The 166-amino acid sequence of Interferon alfacon-1 was derived by scanning the sequences of several natural interferon alpha subtypes and assigning the most frequently observed amino acid in each corresponding position. Four additional amino acid changes were made to facilitate the molecular construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is converted into 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00117,L-Histidine,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Conditionally Essential Amino Acids|Supplements,InChIKey=HNDVDQJCIGZPNO-YFKPBYRVSA-N,InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00118,S-Adenosylmethionine,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements,InChIKey=MEFKEPWMEQBLKI-AIRLBKTGSA-O,InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,"27?/m0/s1	Physiologic methyl radical donor involved in enzymatic transmethylation reactions and present in all living organisms. It possesses anti-inflammatory activity and has been used in treatment of chronic liver disease. (From Merck", 11th ed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00119,Pyruvic acid,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements,InChIKey=LCTONWCANYUPML-UHFFFAOYSA-N,InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00120,L-Phenylalanine,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Amino Acids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00121,Biotin,small molecule,approved|nutraceutical,A11HA05,Vitamin B Complex|Dietary Supplements|Micronutrients|Supplements,InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-N,InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,,7-,"9-/m0/s1	A water-soluble", enzyme co-factor present in minute amounts in every living cell. It occurs mainly bound to proteins or polypeptides and is abundant in liver, kidney, pancreas, yeast, and milk. [PubChem],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00122,Choline,small molecule,approved|nutraceutical,N02BA03|N07AX02|R03DA02|V03AB29|S01EB09,Lipotropic Agents|Nootropic Agents|Dietary Supplements|Micronutrients|Supplements,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,InChI=1S/C5H14NO/c1-6(2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00123,L-Lysine,small molecule,approved|nutraceutical,B05XB03,Dietary Supplements|Micronutrients|Amino Acids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Lysine is a base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00125,L-Arginine,small molecule,approved|nutraceutical,B05XB01,Dietary Supplements|Micronutrients|Conditionally Essential Amino Acids|Supplements,InChIKey=ODKSFYDXXFIFQN-BYPYZUCNSA-N,InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00126,Vitamin C,small molecule,approved|nutraceutical,S01XA15|G01AD03|A11GA01,Antioxidants|Vitamins|Ascorbic Acid,InChIKey=CIWBSHSKHKDKBQ-JLAZNSOCSA-N,InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00127,Spermine,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements,InChIKey=PFNFFQXMRSDOHW-UHFFFAOYSA-N,InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00128,L-Aspartic Acid,small molecule,approved|nutraceutical,B03AA09,Dietary Supplements|Micronutrients|Supplements|Non-Essential Amino Acids,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-N,InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00129,L-Ornithine,small molecule,approved|nutraceutical,A05BA06|D11AX16|P01CX03,Dietary Supplements|Micronutrients|Supplements|Non-Essential Amino Acids,InChIKey=AHLPHDHHMVZTML-BYPYZUCNSA-N,InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00130,L-Glutamine,small molecule,approved|investigational|nutraceutical,A16AA03,Dietary Supplements|Micronutrients|Supplements|Non-Essential Amino Acids,InChIKey=ZDXPYRJPNDTMRX-VKHMYHEASA-N,InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00131,Adenosine monophosphate,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements,InChIKey=UDMBCSSLTHHNCD-KQYNXXCUSA-N,InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,,13)(H2,18,19,20)/t4-,6-,7-,"10-/m1/s1	Adenylic acid. Adenine nucleotide containing one phosphate group esterified to the sugar moiety in the 2&#39;-", 3&#39;-, or 5&#39;-position. [PubChem],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00132,Alpha-Linolenic Acid,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements,InChIKey=DTOSIQBPPRVQHS-PDBXOOCHSA-N,InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,,19,20)/b4-3-,7-6-,"10-9-	Alpha-linolenic acid (ALA) is a polyunsaturated omega-3 fatty acid. It is a component of many common vegetable oils and is important to human nutrition. [Wikipedia]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00133,L-Serine,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements|Non-Essential Amino Acids,InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N,InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00134,L-Methionine,small molecule,approved|nutraceutical,V03AB26,Dietary Supplements|Micronutrients|Amino Acids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00135,L-Tyrosine,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements|Non-Essential Amino Acids,InChIKey=OUYCCCASQSFEME-QMMMGPOBSA-N,InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00136,Calcitriol,small molecule,approved|nutraceutical,A11CC04|D05AX03,Bone Density Conservation Agents|Vitamins|Calcium Channel Agonists|Antithyroid Agents|Vitamin D|Antihypocalcemic Agents,InChIKey=GMRQFYUYWCNGIN-NKMMMXOESA-N,InChI=1S/C27H44O3/c1-18(8-6-14-26(3,,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,"27-/m1/s1	Calcitriol or 1",25-dihydroxycholecalciferol (abbreviated 1,25-(OH)<sub>2</sub>-D3) is the active form of vitamin D found in the body (vitamin D3). Calcitriol is marketed under various trade names including Rocaltrol (Roche), Calcijex (Abbott) and Decostriol (Mibe, Jesalis). It is produced in the kidneys via 25-hydroxyvitamin D-1 &alpha;-hydroxylase by conversion from 25-hydroxycholecalciferol (calcidiol). This is stimulated by a decrease in serum calcium, phosphate (PO<sub>4</sub><sup>3−</sup>) and parathyroid hormone (PTH) levels. It regulates calcium levels by increasing the absorption of calcium and phosphate from the gastrointestinal tract, increasing calcium and phosphate reabsorption in the kidneys and inhibiting the release of PTH. Calcitriol is also commonly used as a medication in the treatment of hypocalcemia and osteoporosis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00137,Xanthophyll,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements,InChIKey=KBPHJBAIARWVSC-DKLMTRRASA-N,InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,,23-21+,24-22+,29-15+,30-16+,31-19+,"32-20+	Xanthophylls are yellow pigments from the carotenoid group that are widespread in nature. They are present in egg yolk", algae, and petals of yellow flowers, among other sources. The xanthophylls include lutein, zeaxanthin, neoxanthin, violaxanthin, and α- and β-cryptoxanthin, of which lutein is the primary ingested one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00138,L-Cystine,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements|Non-Essential Amino Acids,InChIKey=LEVWYRKDKASIDU-SEFKMRKONA-N,InChI=1/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00139,Succinic acid,small molecule,approved|nutraceutical,,Dietary Supplements|Micronutrients|Supplements,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-N,InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,, and to make perfume esters. It is also used in foods as a sequestrant, buffer, and a neutralizing agent. (Hawley&#39;s Condensed Chemical Dictionary, 12th ed, p1099; McGraw-Hill Dictionary of Scientific and Technical Terms, 4th ed, p1851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00140,Riboflavin,small molecule,approved|nutraceutical,A11HA04,Vitamin B Complex|Photosensitizing Agents,InChIKey=AUNGANRZJHBGPY-SCRDCRAPSA-N,InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,,27)/t11-,12+,"14-/m0/s1	Nutritional factor found in milk", eggs, malted barley, liver, kidney, heart, and leafy vegetables. The richest natural source is yeast. It occurs in the free form only in the retina of the eye, in whey, and in urine; its principal forms in tissues and cells are as flavin mononucleotide and flavin-adenine dinucleotide. [PubChem],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00141,N-Acetyl-D-glucosamine,small molecule,approved|nutraceutical,M01AX05,Dietary Supplements|Micronutrients|Supplements,InChIKey=MBLBDJOUHNCFQT-LXGUWJNJSA-N,InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,,6+,7+,"8+/m0/s1	The N-acetyl derivative of glucosamine. [PubChem]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00142,L-Glutamic Acid,small molecule,nutraceutical,A09AB01,Dietary Supplements|Micronutrients|Supplements|Non-Essential Amino Acids,InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-N,InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
