d1,d2,i
DB00209,DB06148,1
DB00210,DB00158,-1
DB00210,DB00177,1
DB00210,DB00178,1
DB00210,DB00180,1
DB00210,DB00214,-1
DB00210,DB00218,1
DB00210,DB00244,1
DB00210,DB00275,1
DB00210,DB00278,1
DB00210,DB00300,1
DB00210,DB00310,-1
DB00210,DB00324,1
DB00210,DB00373,-1
DB00210,DB00374,1
DB00210,DB00375,-1
DB00210,DB00384,-1
DB00210,DB00394,1
DB00210,DB00399,1
DB00210,DB00421,-1
DB00210,DB00436,-1
DB00210,DB00445,-1
DB00210,DB00461,1
DB00210,DB00465,1
DB00210,DB00479,-1
DB00210,DB00489,-1
DB00210,DB00492,1
DB00210,DB00512,1
DB00210,DB00519,1
DB00210,DB00521,-1
DB00210,DB00524,-1
DB00210,DB00533,1
DB00210,DB00542,1
DB00210,DB00547,1
DB00210,DB00580,1
DB00210,DB00591,1
DB00210,DB00605,1
DB00210,DB00612,-1
DB00210,DB00630,1
DB00210,DB00684,-1
DB00210,DB00687,1
DB00210,DB00695,-1
DB00210,DB00700,-1
DB00210,DB00710,1
DB00210,DB00712,1
DB00210,DB00720,1
DB00210,DB00744,1
DB00210,DB00749,1
DB00210,DB00770,-1
DB00210,DB00784,1
DB00210,DB00795,1
DB00210,DB00796,1
DB00210,DB00798,-1
DB00210,DB00808,-1
DB00210,DB00861,1
DB00210,DB00880,-1
DB00210,DB00884,1
DB00210,DB00887,-1
DB00210,DB00917,-1
DB00210,DB00960,-1
DB00210,DB00966,1
DB00210,DB00991,1
DB00210,DB00999,-1
DB00210,DB01009,1
DB00210,DB01013,1
DB00210,DB01014,1
DB00210,DB01021,-1
DB00210,DB01024,1
DB00210,DB01029,1
DB00210,DB01032,1
DB00210,DB01044,1
DB00210,DB01046,-1
DB00210,DB01047,1
DB00210,DB01059,1
DB00210,DB01077,1
DB00210,DB01082,-1
DB00210,DB01155,1
DB00210,DB01165,1
DB00210,DB01172,-1
DB00210,DB01177,-1
DB00210,DB01193,-1
DB00210,DB01203,-1
DB00210,DB01210,-1
DB00210,DB01240,-1
DB00210,DB01250,1
DB00210,DB01275,-1
DB00210,DB01380,1
DB00210,DB01399,1
DB00210,DB01410,1
DB00210,DB01600,1
DB00210,DB01628,1
DB00210,DB01708,1
DB00210,DB02925,-1
DB00210,DB04743,1
DB00210,DB04817,1
DB00210,DB06781,1
DB00210,DB06802,1
DB00210,DB07615,1
DB00211,DB00182,1
DB00211,DB00191,1
DB00211,DB00248,1
DB00211,DB00346,-1
DB00211,DB00368,1
DB00211,DB00373,1
DB00211,DB00388,1
DB00211,DB00470,1
DB00211,DB00489,1
DB00211,DB00521,1
DB00211,DB00590,-1
DB00211,DB00601,1
DB00211,DB00612,1
DB00211,DB00668,1
DB00211,DB00679,1
DB00211,DB00780,1
DB00211,DB00813,-1
DB00211,DB00816,1
DB00211,DB00841,1
DB00211,DB00852,1
DB00211,DB00871,1
DB00211,DB00935,1
DB00211,DB00960,1
DB00211,DB00988,1
DB00211,DB01037,1
DB00211,DB01162,-1
DB00211,DB01171,1
DB00211,DB01193,1
DB00211,DB01203,1
DB00211,DB01210,1
DB00211,DB01288,1
DB00211,DB01364,1
DB00211,DB01366,1
DB00211,DB01367,1
DB00211,DB01396,1
DB00211,DB01407,1
DB00211,DB01577,1
DB00211,DB02665,1
DB00211,DB06262,1
DB00213,DB00182,1
DB00213,DB00184,-1
DB00213,DB00197,-1
DB00213,DB00216,1
DB00213,DB00231,-1
DB00213,DB00244,-1
DB00213,DB00245,-1
DB00213,DB00255,1
DB00213,DB00273,-1
DB00213,DB00277,-1
DB00213,DB00297,-1
DB00213,DB00300,-1
DB00213,DB00313,-1
DB00213,DB00338,-1
DB00213,DB00363,1
DB00213,DB00371,-1
DB00213,DB00373,1
DB00213,DB00379,-1
DB00213,DB00395,-1
DB00213,DB00399,-1
DB00213,DB00422,1
DB00213,DB00425,-1
DB00213,DB00439,1
DB00213,DB00446,-1
DB00213,DB00454,-1
DB00213,DB00470,-1
DB00213,DB00499,-1
DB00213,DB00514,-1
DB00213,DB00523,1
DB00213,DB00530,-1
DB00213,DB00531,-1
DB00213,DB00539,1
DB00213,DB00555,1
DB00213,DB00575,1
DB00213,DB00590,-1
DB00213,DB00604,-1
DB00213,DB00607,-1
DB00213,DB00624,-1
DB00213,DB00630,-1
DB00213,DB00648,-1
DB00213,DB00672,-1
DB00213,DB00679,-1
DB00213,DB00709,1
DB00213,DB00710,-1
DB00213,DB00720,-1
DB00213,DB00736,-1
DB00213,DB00738,-1
DB00213,DB00742,1
DB00213,DB00745,-1
DB00213,DB00751,1
DB00213,DB00758,-1
DB00213,DB00783,1
DB00213,DB00818,-1
DB00213,DB00829,1
DB00213,DB00850,-1
DB00213,DB00882,1
DB00213,DB00884,-1
DB00213,DB00918,-1
DB00213,DB00927,-1
DB00213,DB00973,1
DB00213,DB00977,1
DB00213,DB00980,-1
DB00213,DB00983,-1
DB00213,DB00988,-1
DB00213,DB01016,-1
DB00213,DB01018,-1
DB00213,DB01024,-1
DB00213,DB01030,1
DB00213,DB01036,-1
DB00213,DB01037,-1
DB00213,DB01041,-1
DB00213,DB01060,-1
DB00213,DB01065,-1
DB00213,DB01077,-1
DB00213,DB01120,-1
DB00213,DB01129,-1
DB00213,DB01166,1
DB00213,DB01171,-1
DB00213,DB01175,-1
DB00213,DB01181,-1
DB00213,DB01183,1
DB00213,DB01184,1
DB00213,DB01193,1
DB00213,DB01202,1
DB00213,DB01203,1
DB00213,DB01224,1
DB00213,DB01238,-1
DB00213,DB01259,-1
DB00213,DB01261,1
DB00213,DB01274,-1
DB00213,DB01296,-1
DB00213,DB01394,1
DB00213,DB01396,1
DB00213,DB01544,-1
DB00213,DB01558,-1
DB00213,DB01559,-1
DB00213,DB01576,1
DB00213,DB01589,-1
DB00213,DB01590,1
DB00213,DB02703,1
DB00213,DB03783,-1
DB00213,DB05109,-1
DB00213,DB06701,1
DB00214,DB00177,1
DB00214,DB00178,1
DB00214,DB00180,1
DB00214,DB00197,-1
DB00214,DB00202,-1
DB00214,DB00204,1
DB00214,DB00210,-1
DB00214,DB00244,-1
DB00214,DB00273,1
DB00214,DB00275,1
DB00214,DB00284,-1
DB00214,DB00310,1
DB00214,DB00313,-1
DB00214,DB00324,1
DB00214,DB00327,1
DB00214,DB00331,-1
DB00214,DB00338,-1
DB00214,DB00346,1
DB00214,DB00350,1
DB00214,DB00368,1
DB00214,DB00373,1
DB00214,DB00374,1
DB00214,DB00375,-1
DB00214,DB00381,1
DB00214,DB00384,1
DB00214,DB00391,1
DB00214,DB00393,1
DB00214,DB00394,1
DB00214,DB00401,1
DB00214,DB00419,-1
DB00214,DB00421,1
DB00214,DB00422,-1
DB00214,DB00436,1
DB00214,DB00437,1
DB00214,DB00445,1
DB00214,DB00454,1
DB00214,DB00461,-1
DB00214,DB00465,-1
DB00214,DB00479,1
DB00214,DB00489,1
DB00214,DB00491,-1
DB00214,DB00492,1
DB00214,DB00497,1
DB00214,DB00519,1
DB00214,DB00521,1
DB00214,DB00524,1
DB00214,DB00528,1
DB00214,DB00529,1
DB00214,DB00533,-1
DB00214,DB00542,1
DB00214,DB00547,1
DB00214,DB00549,-1
DB00214,DB00565,-1
DB00214,DB00575,1
DB00214,DB00580,-1
DB00214,DB00590,1
DB00214,DB00591,1
DB00214,DB00599,1
DB00214,DB00605,-1
DB00214,DB00611,1
DB00214,DB00612,1
DB00214,DB00633,1
DB00214,DB00647,1
DB00214,DB00652,1
DB00214,DB00654,1
DB00214,DB00668,1
DB00214,DB00672,-1
DB00214,DB00684,1
DB00214,DB00687,1
DB00214,DB00695,1
DB00214,DB00697,1
DB00214,DB00700,1
DB00214,DB00708,1
DB00214,DB00712,-1
DB00214,DB00727,1
DB00214,DB00731,-1
DB00214,DB00732,-1
DB00214,DB00742,1
DB00214,DB00744,-1
DB00214,DB00749,-1
DB00214,DB00758,-1
DB00214,DB00780,1
DB00214,DB00784,-1
DB00214,DB00795,-1
DB00214,DB00796,1
DB00214,DB00798,1
DB00214,DB00802,1
DB00214,DB00806,1
DB00214,DB00808,1
DB00214,DB00813,1
DB00214,DB00816,1
DB00214,DB00819,1
DB00214,DB00820,1
DB00214,DB00841,1
DB00214,DB00844,1
DB00214,DB00861,-1
DB00214,DB00862,1
DB00214,DB00869,1
DB00214,DB00871,1
DB00214,DB00880,1
DB00214,DB00883,1
DB00214,DB00887,1
DB00214,DB00921,1
DB00214,DB00938,1
DB00214,DB00960,1
DB00214,DB00966,1
DB00214,DB00968,1
DB00214,DB00983,1
DB00214,DB00991,-1
DB00214,DB00999,1
DB00214,DB01001,1
DB00214,DB01009,-1
DB00214,DB01013,1
DB00214,DB01014,-1
DB00214,DB01016,-1
DB00214,DB01018,1
DB00214,DB01020,1
DB00214,DB01021,1
DB00214,DB01024,-1
DB00214,DB01029,1
DB00214,DB01032,1
DB00214,DB01037,1
DB00214,DB01047,1
DB00214,DB01054,1
DB00214,DB01067,-1
DB00214,DB01081,1
DB00214,DB01082,1
DB00214,DB01095,-1
DB00214,DB01120,-1
DB00214,DB01129,-1
DB00214,DB01132,-1
DB00214,DB01143,1
DB00214,DB01162,1
DB00214,DB01166,1
DB00214,DB01171,1
DB00214,DB01172,1
DB00214,DB01177,1
DB00214,DB01192,1
DB00214,DB01193,1
DB00214,DB01203,1
DB00214,DB01210,1
DB00214,DB01224,1
DB00214,DB01235,1
DB00214,DB01238,1
DB00214,DB01240,1
DB00214,DB01244,1
DB00214,DB01250,-1
DB00214,DB01251,-1
DB00214,DB01252,-1
DB00214,DB01259,-1
DB00214,DB01261,-1
DB00214,DB01274,1
DB00214,DB01275,1
DB00214,DB01288,1
DB00214,DB01291,1
DB00214,DB01337,-1
DB00214,DB01366,1
DB00214,DB01367,1
DB00214,DB01380,1
DB00214,DB01396,1
DB00214,DB01399,-1
DB00214,DB01407,1
DB00214,DB01410,1
DB00214,DB01452,1
DB00214,DB01551,1
DB00214,DB01600,-1
DB00214,DB01628,-1
DB00214,DB01708,1
DB00214,DB02665,1
DB00214,DB04743,-1
DB00214,DB04817,-1
DB00214,DB04861,1
DB00214,DB04876,-1
DB00214,DB04878,-1
DB00214,DB06262,1
DB00214,DB06694,1
DB00214,DB06712,1
DB00214,DB06781,1
DB00214,DB06802,-1
DB00214,DB07615,-1
DB00216,DB00177,-1
DB00216,DB00213,1
DB00216,DB00234,1
DB00216,DB00248,1
DB00216,DB00273,-1
DB00216,DB00279,-1
DB00216,DB00305,1
DB00216,DB00313,-1
DB00216,DB00315,1
DB00216,DB00338,1
DB00216,DB00351,1
DB00216,DB00358,1
DB00216,DB00361,1
DB00216,DB00363,-1
DB00216,DB00371,1
DB00216,DB00377,1
DB00216,DB00381,1
DB00216,DB00391,1
DB00216,DB00401,1
DB00216,DB00408,1
DB00216,DB00421,1
DB00216,DB00433,1
DB00216,DB00446,-1
DB00216,DB00450,1
DB00216,DB00451,-1
DB00216,DB00454,1
DB00216,DB00455,1
DB00216,DB00470,1
DB00216,DB00490,1
DB00216,DB00514,1
DB00216,DB00518,1
DB00216,DB00531,1
DB00216,DB00543,1
DB00216,DB00549,-1
DB00216,DB00590,1
DB00216,DB00601,1
DB00216,DB00607,-1
DB00216,DB00623,1
DB00216,DB00624,1
DB00216,DB00643,1
DB00216,DB00648,-1
DB00216,DB00656,1
DB00216,DB00669,1
DB00216,DB00672,1
DB00216,DB00679,-1
DB00216,DB00690,1
DB00216,DB00704,1
DB00216,DB00717,-1
DB00216,DB00736,-1
DB00216,DB00745,-1
DB00216,DB00747,1
DB00216,DB00757,1
DB00216,DB00780,-1
DB00216,DB00796,1
DB00216,DB00802,1
DB00216,DB00810,1
DB00216,DB00813,1
DB00216,DB00831,1
DB00216,DB00850,1
DB00216,DB00889,1
DB00216,DB00915,1
DB00216,DB00918,1
DB00216,DB00921,1
DB00216,DB00934,1
DB00216,DB00952,1
DB00216,DB00953,1
DB00216,DB00966,1
DB00216,DB00967,1
DB00216,DB00998,1
DB00216,DB01016,1
DB00216,DB01029,-1
DB00216,DB01032,1
DB00216,DB01037,-1
DB00216,DB01054,1
DB00216,DB01069,1
DB00216,DB01095,-1
DB00216,DB01100,1
DB00216,DB01156,-1
DB00216,DB01162,1
DB00216,DB01168,1
DB00216,DB01171,-1
DB00216,DB01175,1
DB00216,DB01182,1
DB00216,DB01196,1
DB00216,DB01221,1
DB00216,DB01224,1
DB00216,DB01233,1
DB00216,DB01238,-1
DB00216,DB01239,1
DB00216,DB01244,1
DB00216,DB01259,1
DB00216,DB01267,1
DB00216,DB01367,-1
DB00216,DB01394,1
DB00216,DB01400,1
DB00216,DB01595,1
DB00216,DB01608,1
DB00216,DB01623,1
DB00216,DB02665,-1
DB00216,DB02703,1
DB00216,DB04540,1
DB00216,DB06262,1
DB00216,DB06288,1
DB00216,DB06700,1
DB00218,DB00180,1
DB00218,DB00204,1
DB00218,DB00210,1
DB00218,DB00244,1
DB00218,DB00261,1
DB00218,DB00277,-1
DB00218,DB00284,1
DB00218,DB00324,1
DB00218,DB00331,1
DB00218,DB00346,1
DB00218,DB00358,1
DB00218,DB00363,1
DB00218,DB00364,-1
DB00218,DB00374,1
DB00218,DB00394,1
DB00218,DB00450,1
DB00218,DB00461,1
DB00218,DB00465,1
DB00218,DB00489,1
DB00218,DB00491,1
DB00218,DB00529,1
DB00218,DB00531,1
DB00218,DB00533,1
DB00218,DB00539,1
DB00218,DB00543,1
DB00218,DB00547,1
DB00218,DB00556,1
DB00218,DB00557,1
DB00218,DB00580,1
DB00218,DB00591,1
DB00218,DB00604,1
DB00218,DB00605,1
DB00218,DB00656,1
DB00218,DB00658,-1
DB00218,DB00672,1
DB00218,DB00674,1
DB00218,DB00679,1
DB00218,DB00687,1
DB00218,DB00697,1
DB00218,DB00710,1
DB00218,DB00712,1
DB00218,DB00714,1
DB00218,DB00731,1
DB00218,DB00738,1
DB00218,DB00744,1
DB00218,DB00749,1
DB00218,DB00753,1
DB00218,DB00757,1
DB00218,DB00784,1
DB00218,DB00795,1
DB00218,DB00808,1
DB00218,DB00818,1
DB00218,DB00861,1
DB00218,DB00862,1
DB00218,DB00871,1
DB00218,DB00889,1
DB00218,DB00900,-1
DB00218,DB00915,1
DB00218,DB00927,1
DB00218,DB00934,1
DB00218,DB00938,1
DB00218,DB00949,1
DB00218,DB00983,1
DB00218,DB00991,1
DB00218,DB01001,1
DB00218,DB01009,1
DB00218,DB01013,1
DB00218,DB01014,1
DB00218,DB01016,1
DB00218,DB01024,-1
DB00218,DB01032,1
DB00218,DB01036,1
DB00218,DB01047,1
DB00218,DB01059,1
DB00218,DB01067,1
DB00218,DB01069,1
DB00218,DB01071,1
DB00218,DB01100,1
DB00218,DB01120,1
DB00218,DB01132,1
DB00218,DB01155,1
DB00218,DB01165,1
DB00218,DB01175,1
DB00218,DB01182,1
DB00218,DB01184,1
DB00218,DB01189,1
DB00218,DB01195,1
DB00218,DB01223,-1
DB00218,DB01224,1
DB00218,DB01233,1
DB00218,DB01236,1
DB00218,DB01238,1
DB00218,DB01250,1
DB00218,DB01259,1
DB00218,DB01261,1
DB00218,DB01267,1
DB00218,DB01273,1
DB00218,DB01274,1
DB00218,DB01377,-1
DB00218,DB01380,1
DB00218,DB01396,-1
DB00218,DB01399,1
DB00218,DB01410,1
DB00218,DB01592,-1
DB00218,DB01600,1
DB00218,DB01623,1
DB00218,DB01628,1
DB00218,DB01708,1
DB00218,DB02546,1
DB00218,DB04743,1
DB00218,DB04817,1
DB00218,DB04844,1
DB00218,DB06781,1
DB00218,DB06802,1
DB00218,DB07615,1
DB00229,DB01032,1
DB00230,DB00178,1
DB00230,DB00181,1
DB00230,DB00186,1
DB00230,DB00197,1
DB00230,DB00231,1
DB00230,DB00241,1
DB00230,DB00251,1
DB00230,DB00273,1
DB00230,DB00292,1
DB00230,DB00296,1
DB00230,DB00297,1
DB00230,DB00313,1
DB00230,DB00323,1
DB00230,DB00327,1
DB00230,DB00341,1
DB00230,DB00346,1
DB00230,DB00356,1
DB00230,DB00358,-1
DB00230,DB00362,1
DB00230,DB00363,1
DB00230,DB00366,1
DB00230,DB00371,1
DB00230,DB00391,1
DB00230,DB00395,1
DB00230,DB00402,1
DB00230,DB00408,1
DB00230,DB00413,1
DB00230,DB00423,1
DB00230,DB00425,1
DB00230,DB00427,1
DB00230,DB00433,1
DB00230,DB00434,1
DB00230,DB00450,1
DB00230,DB00454,1
DB00230,DB00455,1
DB00230,DB00470,1
DB00230,DB00475,1
DB00230,DB00490,1
DB00230,DB00492,1
DB00230,DB00494,1
DB00230,DB00497,1
DB00230,DB00519,1
DB00230,DB00542,1
DB00230,DB00543,1
DB00230,DB00555,1
DB00230,DB00557,1
DB00230,DB00575,1
DB00230,DB00590,1
DB00230,DB00593,1
DB00230,DB00599,1
DB00230,DB00607,1
DB00230,DB00611,1
DB00230,DB00623,1
DB00230,DB00628,1
DB00230,DB00633,1
DB00230,DB00647,1
DB00230,DB00652,1
DB00230,DB00656,1
DB00230,DB00660,1
DB00230,DB00679,1
DB00230,DB00681,1
DB00230,DB00690,1
DB00230,DB00697,1
DB00230,DB00708,1
DB00230,DB00732,1
DB00230,DB00737,1
DB00230,DB00738,1
DB00230,DB00747,1
DB00230,DB00753,1
DB00230,DB00758,-1
DB00230,DB00802,1
DB00230,DB00813,1
DB00230,DB00818,1
DB00230,DB00829,1
DB00230,DB00831,1
DB00230,DB00842,1
DB00230,DB00844,1
DB00230,DB00850,1
DB00230,DB00906,1
DB00230,DB00909,1
DB00230,DB00921,1
DB00230,DB00934,1
DB00230,DB00949,1
DB00230,DB00961,1
DB00230,DB00962,1
DB00230,DB00967,1
DB00230,DB00980,1
DB00230,DB00985,1
DB00230,DB00996,1
DB00230,DB01002,1
DB00230,DB01007,1
DB00230,DB01018,1
DB00230,DB01041,1
DB00230,DB01065,1
DB00230,DB01068,1
DB00230,DB01069,1
DB00230,DB01080,1
DB00230,DB01081,1
DB00230,DB01083,-1
DB00230,DB01099,1
DB00230,DB01100,1
DB00230,DB01106,1
DB00230,DB01114,1
DB00230,DB01127,1
DB00230,DB01132,1
DB00230,DB01141,1
DB00230,DB01162,1
DB00230,DB01173,1
DB00230,DB01175,1
DB00230,DB01176,1
DB00230,DB01188,1
DB00230,DB01189,1
DB00230,DB01192,1
DB00230,DB01198,1
DB00230,DB01202,1
DB00230,DB01215,1
DB00230,DB01219,1
DB00230,DB01221,1
DB00230,DB01224,1
DB00230,DB01235,1
DB00230,DB01236,1
DB00230,DB01238,1
DB00230,DB01239,1
DB00230,DB01267,1
DB00230,DB01377,1
DB00230,DB01440,1
DB00230,DB01452,1
DB00230,DB01544,1
DB00230,DB01545,1
DB00230,DB01551,1
DB00230,DB01558,1
DB00230,DB01563,1
DB00230,DB01588,1
DB00230,DB01589,1
DB00230,DB01595,1
DB00230,DB01623,1
DB00230,DB02665,1
DB00230,DB04844,1
DB00230,DB05271,1
DB00230,DB06148,-1
DB00230,DB06288,1
DB00230,DB06700,1
DB00231,DB00177,-1
DB00231,DB00181,1
DB00231,DB00186,1
DB00231,DB00213,-1
DB00231,DB00230,1
DB00231,DB00241,1
DB00231,DB00273,1
DB00231,DB00277,-1
DB00231,DB00292,1
DB00231,DB00296,1
DB00231,DB00297,1
DB00231,DB00313,1
DB00231,DB00323,1
DB00231,DB00327,1
DB00231,DB00338,-1
DB00231,DB00341,1
DB00231,DB00356,1
DB00231,DB00363,1
DB00231,DB00366,1
DB00231,DB00371,1
DB00231,DB00391,1
DB00231,DB00395,1
DB00231,DB00402,1
DB00231,DB00408,1
DB00231,DB00413,1
DB00231,DB00423,1
DB00231,DB00425,1
DB00231,DB00427,1
DB00231,DB00433,1
DB00231,DB00434,1
DB00231,DB00446,-1
DB00231,DB00450,1
DB00231,DB00454,1
DB00231,DB00455,1
DB00231,DB00470,1
DB00231,DB00475,1
DB00231,DB00490,1
DB00231,DB00494,1
DB00231,DB00497,1
DB00231,DB00543,1
DB00231,DB00549,-1
DB00231,DB00555,1
DB00231,DB00557,1
DB00231,DB00575,1
DB00231,DB00593,1
DB00231,DB00599,1
DB00231,DB00607,-1
DB00231,DB00611,1
DB00231,DB00623,1
DB00231,DB00628,1
DB00231,DB00633,1
DB00231,DB00647,1
DB00231,DB00648,-1
DB00231,DB00651,-1
DB00231,DB00652,1
DB00231,DB00656,1
DB00231,DB00660,1
DB00231,DB00679,1
DB00231,DB00690,1
DB00231,DB00697,1
DB00231,DB00708,1
DB00231,DB00736,-1
DB00231,DB00737,1
DB00231,DB00745,-1
DB00231,DB00747,1
DB00231,DB00753,1
DB00231,DB00758,-1
DB00231,DB00802,1
DB00231,DB00813,1
DB00231,DB00818,1
DB00231,DB00829,1
DB00231,DB00831,1
DB00231,DB00842,1
DB00231,DB00844,1
DB00231,DB00850,1
DB00231,DB00906,1
DB00231,DB00909,1
DB00231,DB00921,1
DB00231,DB00934,1
DB00231,DB00949,1
DB00231,DB00961,1
DB00231,DB00962,1
DB00231,DB00967,1
DB00231,DB00980,1
DB00231,DB00985,1
DB00231,DB00996,1
DB00231,DB01002,1
DB00231,DB01018,1
DB00231,DB01029,-1
DB00231,DB01041,1
DB00231,DB01065,1
DB00231,DB01068,1
DB00231,DB01069,1
DB00231,DB01080,1
DB00231,DB01081,1
DB00231,DB01095,-1
DB00231,DB01100,1
DB00231,DB01106,1
DB00231,DB01114,1
DB00231,DB01129,-1
DB00231,DB01132,-1
DB00231,DB01171,-1
DB00231,DB01173,1
DB00231,DB01175,1
DB00231,DB01176,1
DB00231,DB01189,1
DB00231,DB01192,1
DB00231,DB01198,1
DB00231,DB01202,1
DB00231,DB01215,1
DB00231,DB01219,1
DB00231,DB01221,1
DB00231,DB01223,-1
DB00231,DB01224,1
DB00231,DB01235,1
DB00231,DB01236,1
DB00231,DB01238,1
DB00231,DB01239,1
DB00231,DB01259,-1
DB00231,DB01267,1
DB00231,DB01440,1
DB00231,DB01452,1
DB00231,DB01544,1
DB00231,DB01545,1
DB00231,DB01551,1
DB00231,DB01558,1
DB00231,DB01563,1
DB00231,DB01588,1
DB00231,DB01589,1
DB00231,DB01595,1
DB00231,DB01623,1
DB00231,DB02665,1
DB00231,DB02703,1
DB00231,DB04844,1
DB00231,DB05271,1
DB00231,DB06288,1
DB00231,DB06700,1
DB00234,DB00216,1
DB00234,DB00255,1
DB00234,DB00363,1
DB00234,DB00373,1
DB00234,DB00439,1
DB00234,DB00523,1
DB00234,DB00530,1
DB00234,DB00539,1
DB00234,DB00555,1
DB00234,DB00575,1
DB00234,DB00607,-1
DB00234,DB00648,-1
DB00234,DB00679,1
DB00234,DB00709,1
DB00234,DB00742,1
DB00234,DB00745,-1
DB00234,DB00751,1
DB00234,DB00758,1
DB00234,DB00783,1
DB00234,DB00829,1
DB00234,DB00882,1
DB00234,DB00973,1
DB00234,DB00977,1
DB00234,DB01030,1
DB00234,DB01183,1
DB00234,DB01184,1
DB00234,DB01193,1
DB00234,DB01202,1
DB00234,DB01203,1
DB00234,DB01224,1
DB00234,DB01261,1
DB00234,DB01394,1
DB00234,DB01396,1
DB00234,DB01590,1
DB00234,DB02703,1
DB00235,DB00163,1
DB00235,DB00244,1
DB00235,DB00261,1
DB00235,DB00278,1
DB00235,DB00374,1
DB00235,DB00751,1
DB00235,DB00758,1
DB00235,DB00770,1
DB00235,DB00775,1
DB00235,DB00806,1
DB00235,DB00861,1
DB00235,DB01166,1
DB00235,DB01236,1
DB00235,DB01240,1
DB00235,DB01296,1
DB00235,DB04743,1
DB00235,DB05266,1
DB00235,DB07615,1
DB00241,DB00181,1
DB00241,DB00186,1
DB00241,DB00230,1
DB00241,DB00231,1
DB00241,DB00273,1
DB00241,DB00292,1
DB00241,DB00296,1
DB00241,DB00297,1
DB00241,DB00313,1
DB00241,DB00323,1
DB00241,DB00327,1
DB00241,DB00341,1
DB00241,DB00356,1
DB00241,DB00363,1
DB00241,DB00366,1
DB00241,DB00371,1
DB00241,DB00391,1
DB00241,DB00395,1
DB00241,DB00402,1
DB00241,DB00408,1
DB00241,DB00413,1
DB00241,DB00423,1
DB00241,DB00425,1
DB00241,DB00427,1
DB00241,DB00433,1
DB00241,DB00434,1
DB00241,DB00435,1
DB00241,DB00450,1
DB00241,DB00454,1
DB00241,DB00455,1
DB00241,DB00470,1
DB00241,DB00475,1
DB00241,DB00490,1
DB00241,DB00494,1
DB00241,DB00497,1
DB00241,DB00543,1
DB00241,DB00555,1
DB00241,DB00557,1
DB00241,DB00575,1
DB00241,DB00593,1
DB00241,DB00599,1
DB00241,DB00611,1
DB00241,DB00623,1
DB00241,DB00628,1
DB00241,DB00633,1
DB00241,DB00647,1
DB00241,DB00652,1
DB00241,DB00656,1
DB00241,DB00660,1
DB00241,DB00679,1
DB00241,DB00690,1
DB00241,DB00697,1
DB00241,DB00708,1
DB00241,DB00737,1
DB00241,DB00747,1
DB00241,DB00753,1
DB00241,DB00802,1
DB00241,DB00813,1
DB00241,DB00818,1
DB00241,DB00829,1
DB00241,DB00831,1
DB00241,DB00842,1
DB00241,DB00844,1
DB00241,DB00850,1
DB00241,DB00906,1
DB00241,DB00909,1
DB00241,DB00921,1
DB00241,DB00934,1
DB00241,DB00949,1
DB00241,DB00961,1
DB00241,DB00962,1
DB00241,DB00967,1
DB00241,DB00980,1
DB00241,DB00985,1
DB00241,DB00996,1
DB00241,DB01002,1
DB00241,DB01018,1
DB00241,DB01041,1
DB00241,DB01065,1
DB00241,DB01068,1
DB00241,DB01069,1
DB00241,DB01080,1
DB00241,DB01081,1
DB00241,DB01100,1
DB00241,DB01106,1
DB00241,DB01114,1
DB00241,DB01173,1
DB00241,DB01175,1
DB00241,DB01176,1
DB00241,DB01189,1
DB00241,DB01192,1
DB00241,DB01198,1
DB00241,DB01202,1
DB00241,DB01215,1
DB00241,DB01219,1
DB00241,DB01221,1
DB00241,DB01224,1
DB00241,DB01235,1
DB00241,DB01236,1
DB00241,DB01238,1
DB00241,DB01239,1
DB00241,DB01267,1
DB00241,DB01440,1
DB00241,DB01452,1
DB00241,DB01544,1
DB00241,DB01545,1
DB00241,DB01551,1
DB00241,DB01558,1
DB00241,DB01563,1
DB00241,DB01588,1
DB00241,DB01589,1
DB00241,DB01595,1
DB00241,DB01623,1
DB00241,DB02665,1
DB00241,DB04844,1
DB00241,DB05271,1
DB00241,DB06288,1
DB00241,DB06700,1
DB00242,DB00363,1
DB00242,DB00531,1
DB00242,DB01156,1
DB00242,DB01396,-1
DB00242,DB04817,1
DB00244,DB00158,-1
DB00244,DB00177,1
DB00244,DB00178,-1
DB00244,DB00180,1
DB00244,DB00210,1
DB00244,DB00213,-1
DB00244,DB00214,-1
DB00244,DB00218,1
DB00244,DB00235,1
DB00244,DB00261,1
DB00244,DB00275,1
DB00244,DB00278,1
DB00244,DB00284,1
DB00244,DB00300,1
DB00244,DB00310,-1
DB00244,DB00313,1
DB00244,DB00324,1
DB00244,DB00331,1
DB00244,DB00338,-1
DB00244,DB00352,-1
DB00244,DB00373,-1
DB00244,DB00374,1
DB00244,DB00375,-1
DB00244,DB00384,-1
DB00244,DB00394,1
DB00244,DB00399,1
DB00244,DB00421,-1
DB00244,DB00436,-1
DB00244,DB00445,-1
DB00244,DB00461,1
DB00244,DB00465,1
DB00244,DB00479,-1
DB00244,DB00489,-1
DB00244,DB00491,1
DB00244,DB00492,-1
DB00244,DB00512,1
DB00244,DB00519,-1
DB00244,DB00521,-1
DB00244,DB00524,-1
DB00244,DB00533,1
DB00244,DB00542,-1
DB00244,DB00547,1
DB00244,DB00580,1
DB00244,DB00591,1
DB00244,DB00605,1
DB00244,DB00612,-1
DB00244,DB00630,1
DB00244,DB00672,1
DB00244,DB00684,-1
DB00244,DB00687,1
